ICD	ICD10	ICD10cm	ICD_class1	ICD_class2	ICD_class3	Phecode	Phenotype	maternal	neonatal
H16	H16.3	H16.312	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.302	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.392	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.39	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.319	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.30	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.31	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.391	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.331	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.321	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.301	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.323	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.311	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.32	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.309	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.393	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.339	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.303	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.33	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.3	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.399	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.329	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.313	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.322	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.332	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.3	H16.333	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Interstitial and deep keratitis	370	Keratitis	Yes	
H16	H16.4	H16.429	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.41	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.441	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.40	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.421	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.409	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.422	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.439	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.42	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.413	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.433	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.44	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.412	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.431	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.442	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.411	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.419	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.402	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.403	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.401	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.449	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.43	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.423	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.443	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.432	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.4	H16.4	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Corneal neovascularization	370	Keratitis	Yes	
H16	H16.9	H16.9	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratitis, unspecified	370	Keratitis	Yes	
H16	H16.2	H16.243	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371	Inflammation of the eye	Yes	
H16	H16.2	H16.269	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371.21	Allergic conjunctivitis	Yes	
H16	H16.2	H16.253	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.249	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371	Inflammation of the eye	Yes	
H16	H16.2	H16.262	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371.21	Allergic conjunctivitis	Yes	
H16	H16.2	H16.259	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.212	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.26	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371.21	Allergic conjunctivitis	Yes	
H16	H16.2	H16.252	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.292	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.293	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.2	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.233	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.203	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.21	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.263	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371.21	Allergic conjunctivitis	Yes	
H16	H16.2	H16.202	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.221	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.31	Keratoconjunctivitis sicca	Yes	
H16	H16.2	H16.219	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.213	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.209	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.261	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371.21	Allergic conjunctivitis	Yes	
H16	H16.2	H16.23	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.231	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.20	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.239	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.242	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371	Inflammation of the eye	Yes	
H16	H16.2	H16.29	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.201	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.299	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.222	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.31	Keratoconjunctivitis sicca	Yes	
H16	H16.2	H16.223	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.31	Keratoconjunctivitis sicca	Yes	
H16	H16.2	H16.251	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.211	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.291	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.24	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371	Inflammation of the eye	Yes	
H16	H16.2	H16.229	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.31	Keratoconjunctivitis sicca	Yes	
H16	H16.2	H16.22	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.31	Keratoconjunctivitis sicca	Yes	
H16	H16.2	H16.232	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.25	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	370.3	Keratoconjunctivitis	Yes	
H16	H16.2	H16.241	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratoconjunctivitis	371	Inflammation of the eye	Yes	
H16	H16	H16	Diseases of the eye and adnexa	Disorders of sclera, cornea, iris and ciliary body	Keratitis	370	Keratitis	Yes	
H35	H35.0	H35.00	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
H35	H35.0	H35.06	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.051	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.052	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.049	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.033	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
H35	H35.0	H35.062	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.032	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
H35	H35.0	H35.071	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.073	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.039	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
H35	H35.0	H35.041	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.043	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.063	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.069	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.03	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
H35	H35.0	H35.053	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.09	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.061	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.012	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.4	Retinal vascular changes and abnomalities	Yes	Yes
H35	H35.0	H35.07	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
H35	H35.0	H35.02	Diseases of the eye and adnexa	Disorders of choroid and retina	Background retinopathy and retinal vascular changes	362.3	Other nondiabetic retinopathy	Yes	Yes
